algorithm,dataset,n,k,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
gmm_ms,wines,178,3,13,7,0.6270237237954663,0.6755192200683982,0,0,1,0,1,0.16663492668063226,0.6667301466387355,0.7057802154327111,0.6755192200683979,9.460539124102548,0.277137083
gmm_ms,wines,178,3,13,8,0.6385826306390231,0.6845700808519107,0,0,0,0,0,0.16149304894305846,0.677013902113883,0.6860118260125209,0.6845700808519108,9.485604291532388,0.261468125
gmm_ms,wines,178,3,13,9,0.5793602342117558,0.6236079969851841,0,0,0,0,0,0.1879641972957532,0.6240716054084936,0.8186965959843208,0.623607996985184,9.49123995750203,0.255376375
gmm_ms,wines,178,3,13,10,0.5148344280064836,0.6159471553121189,0,0,0,0,0,0.2184345838887831,0.5631308322224339,0.8297412182812859,0.6159471553121191,9.514769552108662,0.253952875
gmm_rs,wines,178,3,13,1,0.4803029788976086,0.6669617563613185,1,1,1,1,1,0.2681394020186631,0.46372119596267375,0.606830517285832,0.6669617563613184,9.873398379592748,0.408608708
gmm_rs,wines,178,3,13,2,0.03489439018775055,0.2032505853419939,1,2,2,2,2,0.5598933536469244,-0.11978670729384878,1.2660799906709932,0.203250585341994,11.87125122046011,1.233334209
gmm_rs,wines,178,3,13,3,0.4803029788976086,0.6669617563613185,1,1,1,1,1,0.2681394020186631,0.46372119596267375,0.606830517285832,0.6669617563613184,10.005934366538062,0.378641959
gmm_rs,wines,178,3,13,4,0.03240094882921285,0.1226224374922149,0,2,2,2,2,0.5641465117755348,-0.12829302355106964,1.38183936950628,0.12262243749221496,12.711491815024862,0.288419875
gmm_rs,wines,178,3,13,5,0.018715217827907287,0.11880563659311343,1,2,2,2,2,0.584015743033073,-0.16803148606614612,1.330784613846682,0.11880563659311334,10.028332349925993,0.688487416
gmm_rs,wines,178,3,13,6,0.02717480339698625,0.17026574031846098,1,2,2,2,2,0.5671935504348378,-0.13438710086967562,1.3068028124390574,0.1702657403184611,12.689518115394922,0.322900125
gmm_rs,wines,178,3,13,7,0.4825936065144839,0.6690318908665007,1,1,1,1,1,0.26820288199073195,0.46359423601853617,0.5975818781613448,0.6690318908665005,9.994895312697583,0.425778208
gmm_rs,wines,178,3,13,8,0.4803029788976086,0.6669617563613185,1,1,1,1,1,0.2681394020186631,0.46372119596267375,0.606830517285832,0.6669617563613184,10.13710668108474,0.363522708
gmm_rs,wines,178,3,13,9,0.4825936065144839,0.6690318908665007,1,1,1,1,1,0.26820288199073195,0.46359423601853617,0.5975818781613448,0.6690318908665005,9.950315992889024,0.396522208
gmm_rs,wines,178,3,13,10,0.5117469795729354,0.6772536764822669,0,1,1,1,1,0.2452866120738907,0.5094267758522186,0.6152777425159821,0.6772536764822668,10.349673827667877,0.68205125
gmm_hg,wines,178,3,13,1,0.47117155700309704,0.607260684258816,1,1,1,1,1,0.27080556084555324,0.4583888783088935,0.7238029639872918,0.607260684258816,10.087694882716148,0.46365325
gmm_hg,wines,178,3,13,2,0.4728419694546896,0.614545741731149,1,1,1,1,1,0.2711864406779661,0.4576271186440678,0.7043444246005897,0.6145457417311492,10.149490185595942,0.479409625
gmm_hg,wines,178,3,13,3,0.3495646862670156,0.441183173094641,1,1,1,1,1,0.31447978162889606,0.3710404367422078,1.1016034441592217,0.44118317309464083,10.450050297481061,0.691375917
gmm_hg,wines,178,3,13,4,0.47385770375968295,0.6621688816674143,1,1,1,1,1,0.2666158826890116,0.46676823462197675,0.6353542825412011,0.6621688816674144,12.391627229924294,0.391006292
gmm_hg,wines,178,3,13,5,0.47294627765434344,0.6616738626216847,0,1,1,1,1,0.26591760299625467,0.4681647940074906,0.6407193797085027,0.6616738626216845,11.306391435341192,0.3866795
gmm_hg,wines,178,3,13,6,0.44737196437555643,0.5813679430184783,1,1,1,1,1,0.2753761188345077,0.44924776233098457,0.8040516407700176,0.5813679430184785,10.585877023334065,0.4176015
gmm_hg,wines,178,3,13,7,0.4684168114322275,0.6225429734391578,1,1,1,1,1,0.26820288199073195,0.46359423601853617,0.714825150071835,0.6225429734391577,11.5124344437927,0.439601084
gmm_hg,wines,178,3,13,8,0.4203713058973219,0.5393454825874968,1,1,1,1,1,0.2950549101758395,0.409890179648321,0.8650547515872163,0.539345482587497,11.292899337654173,0.394573333
gmm_hg,wines,178,3,13,9,0.470427775789318,0.6377116914622076,1,1,1,1,1,0.2711864406779661,0.4576271186440678,0.6676829668624354,0.6377116914622076,9.954574412030835,0.341896541
gmm_hg,wines,178,3,13,10,0.4750531437977502,0.6248263797992045,1,1,1,1,1,0.26718720243763094,0.46562559512473817,0.7004571715868337,0.6248263797992045,10.039112827151667,0.43097525
gmm_shrunk,wines,178,3,13,1,0.749323691633509,0.7587039299687708,0,0,0,0,0,0.111597790896972,0.776804418206056,0.5266839312791156,0.7587039299687709,8.868102189281046,0.001936084
gmm_shrunk,wines,178,3,13,2,0.8024591068836742,0.7954942800062756,0,0,0,0,0,0.08798324128737384,0.8240335174252523,0.44618701214434636,0.7954942800062755,8.963937679914045,0.008813417
gmm_shrunk,wines,178,3,13,3,0.4661619746306777,0.5792842047497245,0,0,0,0,0,0.24490573224147782,0.5101885355170444,0.8932630797934134,0.5792842047497245,8.750137461167562,0.001114458
gmm_shrunk,wines,178,3,13,4,0.3874205096730467,0.49912259039467405,1,1,1,1,1,0.3001967879134133,0.3996064241731734,0.9924496522680237,0.49912259039467405,8.434503043676806,0.000941042
gmm_shrunk,wines,178,3,13,5,0.5259338486957544,0.6410647457885504,0,0,0,0,0,0.2190059036374024,0.5619881927251952,0.7569190514507333,0.6410647457885503,8.60937441393198,0.001195459
gmm_shrunk,wines,178,3,13,6,0.7133082273200823,0.7570204997321905,0,0,0,0,0,0.1286104234114137,0.7427791531771726,0.5266841184852389,0.7570204997321905,9.015789805267827,0.0007595
gmm_shrunk,wines,178,3,13,7,0.6605970490194419,0.7133960587004551,0,0,0,0,0,0.15260585285342473,0.6947882942931505,0.6199588293496815,0.7133960587004551,8.963421929070057,0.000948
gmm_shrunk,wines,178,3,13,8,0.6663210874331151,0.7616918893465587,0,0,0,0,0,0.150828413635498,0.698343172729004,0.5130386575998701,0.7616918893465587,8.926983651993675,0.000963958
